HBS_ID,Konu,Yorum&Açıklama
HBS-128886,VT GÜNCELLEMEDE BÜYÜK TABLOLARIN GÖRÜNMEMESI HAKKINDA,VT güncelleme işleminde büyük tabloların görünmemesi problemi hakkında düzenleme yapılmıştır.
